brand,product,url,description,imgSrc,imgAlt,name,specific,colorspace,hex,hue,sat,lightness
Armani Beauty,Neo Nude Foundation,https://www.sephora.com/product/giorgio-armani-beauty-neo-nude-foundation-P458270?icid2=products%20grid:p458270,6 medium with a  olive undertone,/productimages/sku/s2355741+sw.jpg,6 1.1 oz/ 35 mL,NA,6,RGB,#D6B38F,30.42253521,0.464052288,0.7
NYX Professional Makeup,Total Control Pro Drop Foundation,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024,Nude,https://images.ulta.com/is/image/Ulta/2565865sw?$50px$,Nude,Nude,NA,RGB,#D6B48F,31.26760563,0.464052288,0.7
Dermablend,Flawless Creator Liquid Foundation Drops,https://www.ulta.com/flawless-creator-liquid-foundation-drops?productId=xlsImpprod16661005,10N (fair skin with cool undertones),https://images.ulta.com/is/image/Ulta/2515171sw?$50px$,10N (fair skin with cool undertones),NA,10N,RGB,#D6B49A,26,0.422535211,0.721568627
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,14 Neutral Linen,/productimages/sku/s1787639+sw.jpg,14 Neutral Linen 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Neutral Linen,14,RGB,#D6B4A0,22.22222222,0.397058824,0.733333333
KEVYN AUCOIN,The Etherealist Foundation,https://www.sephora.com/product/the-etherealist-skin-illuminating-foundation-P411600?icid2=products%20grid:p411600,Light EF 01 light with subtle pink undertones - Selected,/productimages/sku/s1869734+sw.jpg,Light EF 01 0.95 oz/ 28 mL,Light EF,1,RGB,#D6B4A5,18.36734694,0.374045802,0.743137255
Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,B20 Fair/light neutral undertone,/productimages/sku/s1795590+sw.jpg,B20 1 oz,NA,B20,RGB,#D6B59D,25.26315789,0.410071942,0.72745098
Maybelline,Super Stay Full Coverage Foundation,https://www.ulta.com/super-stay-full-coverage-foundation?productId=xlsImpprod17161541,Warm Nude 128,https://images.ulta.com/is/image/Ulta/2519494sw?$50px$,Warm Nude 128,Warm Nude,128,RGB,#D6B793,32.23880597,0.44966443,0.707843137
Jouer Cosmetics,Essential High Coverage Crème Foundation,https://www.sephora.com/product/essential-high-coverage-creme-foundation-P434015?icid2=products%20grid:p434015,Porcelain light skin with neutral undertones and subtle golden tones,/productimages/sku/s2125128+sw.jpg,Porcelain 0.68 oz/ 20 mL,Porcelain,NA,RGB,#D6B9A8,22.17391304,0.359375,0.749019608
L'Oréal,True Match Super-Blendable Foundation Makeup,https://www.ulta.com/true-match-super-blendable-foundation-makeup?productId=fs1017872,Soft Ivory,https://images.ulta.com/is/image/Ulta/2094974sw?$50px$,Soft Ivory,Soft Ivory,NA,RGB,#D6BAA7,24.25531915,0.364341085,0.747058824
Dior,Diorskin Forever Undercover Foundation,https://www.sephora.com/product/diorskin-forever-undercover-foundation-P427506?icid2=products%20grid:p427506,050 Dark Beige medium to deep with neutral undertone,/productimages/sku/s2037232+sw.jpg,050 Dark Beige 1.3 oz/ 40 mL,Dark Beige,50,RGB,#D78660,19.15966387,0.59798995,0.609803922
Armani Beauty,Crema Nuda Supreme Glow Reviving Tinted Moisturizer,https://www.sephora.com/product/crema-nuda-supreme-glow-reviving-tinted-moisturizer-P419856?icid2=products%20grid:p419856,4 Medium Glow for medium skin with cool to neutral undertones,/productimages/sku/s1957588+sw.jpg,4 Medium Glow 1 oz/ 30 mL,Medium Glow,4,RGB,#D78C78,12.63157895,0.542857143,0.656862745
Clinique,Even Better Refresh™ Hydrating and Repairing Foundation,https://www.sephora.com/product/even-better-refresh-hydrating-and-repairing-foundation-P446874?skuId=2256717&icid2=products%20grid:p446874,"WN 92 Toasted Almond medium, warm-neutral undertones",/productimages/sku/s2256733+sw.jpg,CLINIQUE Even Better Refresh™ Hydrating and Repairing Foundation WN 92 Toasted Almond 1 oz/ 30mL,CLINIQUE Even Better Refresh™ Hydrating and Repairing Foundation,WN 92,RGB,#D78F62,23.07692308,0.593908629,0.61372549
MAC,Studio Fix Soft Matte Foundation Stick,https://www.ulta.com/studio-fix-soft-matte-foundation-stick?productId=pimprod2009098,NC44 (tanned caramel w/ golden undertone for medium to dark skin),https://images.ulta.com/is/image/Ulta/2551237sw?$50px$,NC44 (tanned caramel w/ golden undertone for medium to dark skin),NA,NC44,RGB,#D79057,26.71875,0.615384615,0.592156863
MAC,Studio Fix Fluid SPF 15 Foundation,https://www.ulta.com/studio-fix-fluid-spf-15-foundation?productId=xlsImpprod15921238,C8 (deep olive w/ golden undertone for deep dark skin),https://images.ulta.com/is/image/Ulta/2511113sw?$50px$,C8 (deep olive w/ golden undertone for deep dark skin),NA,C8,RGB,#D79154,27.9389313,0.620853081,0.58627451
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productId=pimprod2004176,Tan 07 (tan cool skin w/ rosy undertones),https://images.ulta.com/is/image/Ulta/2541298sw?$50px$,Tan 07 (tan cool skin w/ rosy undertones),Tan,7,RGB,#D79371,20,0.56043956,0.643137255
Clinique,Even Better Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-makeup-broad-spectrum-spf-15?productId=xlsImpprod10791919,"WN 96 Chai (medium, warm-neutral undertones)",https://images.ulta.com/is/image/Ulta/2533233sw?$50px$,"WN 96 Chai (medium, warm-neutral undertones)",Chai,WN 96,RGB,#D7955B,28.06451613,0.607843137,0.6
Clinique,Beyond Perfecting Foundation + Concealer,https://www.ulta.com/beyond-perfecting-foundation-concealer?productId=xlsImpprod12021005,"WN 96 Chai (medium, warm-neutral undertones) OUT OF STOCK",https://images.ulta.com/is/image/Ulta/2544060sw?$50px$,"WN 96 Chai (medium, warm-neutral undertones)",Chai,WN 96,RGB,#D7955B,28.06451613,0.607843137,0.6
bareMinerals,BAREPRO Performance Wear Powder Foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productId=xlsImpprod14411013,Toffee 19 (for medium-tan warm skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2306202sw?$50px$,Toffee 19 (for medium-tan warm skin w/ golden undertones),Toffee,19,RGB,#D79562,26.15384615,0.593908629,0.61372549
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,https://www.ulta.com/flawless-lumiere-radiance-perfecting-foundation?productId=pimprod2012440,Golden (medium with warm undertones),https://images.ulta.com/is/image/Ulta/2559990sw?$50px$,Golden (medium with warm undertones),Golden,NA,RGB,#D79654,30.22900763,0.620853081,0.58627451
MAC,Studio Fix Soft Matte Foundation Stick,https://www.ulta.com/studio-fix-soft-matte-foundation-stick?productId=pimprod2009098,NC40 (medium beige w/ golden peach undertone for medium skin),https://images.ulta.com/is/image/Ulta/2551234sw?$50px$,NC40 (medium beige w/ golden peach undertone for medium skin),NA,NC40,RGB,#D7965B,28.5483871,0.607843137,0.6
KVD Vegan Beauty,Lock-It Foundation,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium 53 W (medium beige with warm undertone),https://images.ulta.com/is/image/Ulta/2570560sw?$50px$,Medium 53 W (medium beige with warm undertone),Medium   W,53,RGB,#D79662,26.66666667,0.593908629,0.61372549
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,https://www.sephora.com/product/gucci-fluide-de-beaute-fini-naturel-natural-finish-fluid-foundation-P467622?icid2=products%20grid:p467622,330W medium with warm undertones,/productimages/sku/s2405173+sw.jpg,330W 1 oz /30 ml,NA,330W,RGB,#D7966B,23.88888889,0.574468085,0.631372549
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432,350 for tan skin with cool neutral undertones,/productimages/sku/s1925379+sw.jpg,350 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner,NA,350,RGB,#D79762,27.17948718,0.593908629,0.61372549
jane iredale,Beyond Matte Liquid Foundation,https://www.ulta.com/beyond-matte-liquid-foundation?productId=pimprod2008017,M8 (medium neutral),https://images.ulta.com/is/image/Ulta/2552816sw?$50px$,M8 (medium neutral),NA,M8,RGB,#D7995D,29.50819672,0.603960396,0.603921569
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829,320 for medium to tan skin with cool undertones,/productimages/sku/s2413615+sw.jpg,320 0.32 oz/ 9.1 g,NA,320,RGB,#D79A74,23.03030303,0.553072626,0.649019608
Koh Gen Do,Aqua Foundation,https://www.sephora.com/product/aqua-foundation-P431509?icid2=products%20grid:p431509,301 Neutral Warm,/productimages/sku/s2082584+sw.jpg,301 1.01 oz/ 30 mL,NA,301,RGB,#D79A79,21.06382979,0.540229885,0.658823529
MAC,Pro Longwear Nourishing Waterproof Foundation,https://www.ulta.com/pro-longwear-nourishing-waterproof-foundation?productId=xlsImpprod15921226,NC38 (medium beige w/ peach undertone for medium skin),https://images.ulta.com/is/image/Ulta/2544678sw?$50px$,NC38 (medium beige w/ peach undertone for medium skin),NA,NC38,RGB,#D79B63,28.96551724,0.591836735,0.615686275
ULTA,Velvet Matte Longwear Foundation,https://www.ulta.com/velvet-matte-longwear-foundation?productId=pimprod2020823,Tan Olive,https://images.ulta.com/is/image/Ulta/2559886sw?$50px$,Tan Olive,Tan Olive,NA,RGB,#D79B70,25.04854369,0.56284153,0.641176471
Smashbox,Primer + Foundation Customizable Set,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,2.18 light-medium with neutral undertone,/productimages/sku/s2105419+sw.jpg,Smashbox - Primer + Foundation Customizable Set 2.18 1 oz/ 30 mL,Smashbox,2.18,RGB,#D79B7D,20,0.529411765,0.666666667
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,https://www.sephora.com/product/power-fabric-longwear-high-cover-foundation-spf-25-P416785?icid2=products%20grid:p416785,6.25  medium to tan with a golden undertone,/productimages/sku/s2184554+sw.jpg,6.25 1 oz/ 30 mL allure 2018 Best of Beauty Award Winner,NA,6.25,RGB,#D79B7D,20,0.529411765,0.666666667
ULTA,Adjustable Coverage Foundation,https://www.ulta.com/adjustable-coverage-foundation?productId=xlsImpprod5721072,Medium Warm,https://images.ulta.com/is/image/Ulta/2260076sw?$50px$,Medium Warm,Medium Warm,NA,RGB,#D79C6D,26.60377358,0.569892473,0.635294118
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productId=pimprod2004176,Desert 6.5 (tan neutral skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2541302sw?$50px$,Desert 6.5 (tan neutral skin w/ peach undertones),Desert,6.5,RGB,#D79C72,24.95049505,0.55801105,0.645098039
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,https://www.ulta.com/amazonian-clay-full-coverage-airbrush-foundation?productId=xlsImpprod5560095,Medium Beige (medium w/ pink undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2260712sw?$50px$,Medium Beige (medium w/ pink undertones),Medium Beige,NA,RGB,#D79C77,23.125,0.545454545,0.654901961
Hynt Beauty,Encore Pressed Powder Foundation,https://www.ulta.com/encore-pressed-powder-foundation?productId=pimprod2014352,Honey Chestnut (medium tan shade with yellow and red undertones),https://images.ulta.com/is/image/Ulta/2564465sw?$50px$,Honey Chestnut (medium tan shade with yellow and red undertones),Honey Chestnut,NA,RGB,#D79E63,30.51724138,0.591836735,0.615686275
L'Oréal,Infallible Fresh Wear 24HR Foundation,https://www.ulta.com/infallible-fresh-wear-24hr-foundation?productId=pimprod2002481,Golden Sun,https://images.ulta.com/is/image/Ulta/2538203sw?$50px$,Golden Sun,Golden Sun,NA,RGB,#D79F6A,29.17431193,0.576719577,0.629411765
MAC,Studio Fix Powder Plus Foundation,https://www.ulta.com/studio-fix-powder-plus-foundation?productId=xlsImpprod15921242,NW43 (bronze beige w/ bronze undertone for medium to dark skin),https://images.ulta.com/is/image/Ulta/2510822sw?$50px$,NW43 (bronze beige w/ bronze undertone for medium to dark skin),NA,NW43,RGB,#D79F70,27.37864078,0.56284153,0.641176471
It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Medium Cool 34 (medium to tan complexion with subtle red undertone),https://images.ulta.com/is/image/Ulta/2568666sw?$50px$,Medium Cool 34 (medium to tan complexion with subtle red undertone),Medium Cool,34,RGB,#D79F7A,23.87096774,0.537572254,0.660784314
Tarte,Travel Size Face Tape Foundation,https://www.ulta.com/travel-size-face-tape-foundation?productId=pimprod2012651,35N Medium Neutral,https://images.ulta.com/is/image/Ulta/2557028sw?$50px$,35N Medium Neutral,Medium Neutral,35N,RGB,#D79F7A,23.87096774,0.537572254,0.660784314
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,https://www.sephora.com/product/ultra-hd-invisible-cover-stick-foundation-P398775?icid2=products%20grid:p398775,Y335 - Dark Sand for lighter medium skin with golden-peach undertones,/productimages/sku/s1713205+sw.jpg,Y335 - Dark Sand 0.44 oz/ 12.5 g,NA,Y335,RGB,#D79F7A,23.87096774,0.537572254,0.660784314
Tarte,Face Tape Foundation,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,35N Medium Neutral (medium skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2540273sw?$50px$,35N Medium Neutral (medium skin w/ neutral undertones),Medium Neutral,35N,RGB,#D79F7B,23.47826087,0.534883721,0.662745098
Revlon,ColorStay Makeup For Combo/Oily Skin,https://www.ulta.com/colorstay-makeup-combooily-skin?productId=xlsImpprod1810157,340 Early Tan,https://images.ulta.com/is/image/Ulta/2123493sw?$50px$,340 Early Tan,Early Tan,340,RGB,#D79F86,18.51851852,0.50310559,0.684313725
It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Medium Warm 32 (medium complexion with subtle olive yellow undertone),https://images.ulta.com/is/image/Ulta/2568660sw?$50px$,Medium Warm 32 (medium complexion with subtle olive yellow undertone),Medium Warm,32,RGB,#D7A06F,28.26923077,0.565217391,0.639215686
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829,310 for medium to tan skin with warm yellow undertones,/productimages/sku/s2413607+sw.jpg,310 0.32 oz/ 9.1 g,NA,310,RGB,#D7A072,27.32673267,0.55801105,0.645098039
COVER FX,Natural Finish Foundation,https://www.ulta.com/natural-finish-foundation?productId=xlsImpprod15931145,G50 (medium to tan skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2507460sw?$50px$,G50 (medium to tan skin w/ golden undertones),NA,G50,RGB,#D7A077,25.625,0.545454545,0.654901961
Smashbox,Primer + Foundation Customizable Set,https://www.sephora.com/product/smashbox-primer-foundation-customizable-set-P467043?icid2=products%20grid:p467043,2.22 light-medium with neutral olive undertone,/productimages/sku/s2105427+sw.jpg,Smashbox - Primer + Foundation Customizable Set 2.22 1 oz/ 30 mL,Smashbox,2.22,RGB,#D7A07C,23.73626374,0.532163743,0.664705882
Tarte,SEA Water Foundation Broad Spectrum SPF 15,https://www.sephora.com/product/sea-water-foundation-broad-spectrum-spf-15-P405102?skuId=2179158&icid2=products%20grid:p405102,37S medium-tan sand,/productimages/sku/s2349389+sw.jpg,37S 1 oz/ 30 mL Clean at Sephora,NA,37S,RGB,#D7A081,21.62790698,0.518072289,0.674509804
Almay,Skin Perfecting Healthy Biome Makeup,https://www.ulta.com/skin-perfecting-healthy-biome-makeup?productId=pimprod2021336,140 Golden,https://images.ulta.com/is/image/Ulta/2574553sw?$50px$,140 Golden,Golden,140,RGB,#D7A173,27.6,0.555555556,0.647058824
Bobbi Brown,Skin Long-Wear Weightless Foundation SPF 15,https://www.sephora.com/product/skin-long-wear-weightless-foundation-spf-15-P427430?icid2=products%20grid:p427430,Cool Honey (C-066) medium dark beige with pink undertones for medium dark skin,/productimages/sku/s2191666+sw.jpg,Cool Honey (C-066) 1 oz/ 30 mL,Cool Honey,NA,RGB,#D7A183,21.42857143,0.512195122,0.678431373
Urban Decay Cosmetics,Stay Naked The Fix Powder Foundation,https://www.ulta.com/stay-naked-fix-powder-foundation?productId=pimprod2012871,60WO (medium-dark warm with a peachy undertone),https://images.ulta.com/is/image/Ulta/2556536sw?$50px$,60WO (medium-dark warm with a peachy undertone),NA,60WO,RGB,#D7A271,28.82352941,0.56043956,0.643137255
Bobbi Brown,Skin Long-Wear Weightless Foundation SPF 15,https://www.sephora.com/product/skin-long-wear-weightless-foundation-spf-15-P427430?icid2=products%20grid:p427430,Golden (W-074) brown with yellow undertones for medium to dark skin,/productimages/sku/s2032852+sw.jpg,Golden (W-074) 1 oz/ 30 mL,Golden,NA,RGB,#D7A273,28.2,0.555555556,0.647058824
jane iredale,PurePressed Base Mineral Foundation Refill,https://www.ulta.com/purepressed-base-mineral-foundation-refill?productId=pimprod2004116,Fawn (medium/dark w/ gold/olive undertones),https://images.ulta.com/is/image/Ulta/2544937sw?$50px$,Fawn (medium/dark w/ gold/olive undertones),Fawn,NA,RGB,#D7A27A,25.80645161,0.537572254,0.660784314
Tarte,Maracuja Hydrating Tinted Moisturizer,https://www.sephora.com/product/tarte-maracuja-tinted-hydrator-P456371?icid2=products%20grid:p456371,25B light-medium beige light to medium skin with pink undertones,/productimages/sku/s2343481+sw.jpg,25B light-medium beige 1 oz/ 30 mL,NA,25B,RGB,#D7A282,22.58823529,0.515151515,0.676470588
HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Ivory (light medium, cool undertone)",https://images.ulta.com/is/image/Ulta/2575789sw?$50px$,"Ivory (light medium, cool undertone)",Ivory,NA,RGB,#D7A283,22.14285714,0.512195122,0.678431373
HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Light Beige (medium, cool undertone)",https://images.ulta.com/is/image/Ulta/2575790sw?$50px$,"Light Beige (medium, cool undertone)",Light Beige,NA,RGB,#D7A283,22.14285714,0.512195122,0.678431373
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Ivory (light medium, cool undertone)",https://images.ulta.com/is/image/Ulta/2572541sw?$50px$,"Ivory (light medium, cool undertone)",Ivory,NA,RGB,#D7A283,22.14285714,0.512195122,0.678431373
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Light Beige (medium, cool undertone)",https://images.ulta.com/is/image/Ulta/2572549sw?$50px$,"Light Beige (medium, cool undertone)",Light Beige,NA,RGB,#D7A283,22.14285714,0.512195122,0.678431373
HOURGLASS,Immaculate Liquid Powder Foundation,https://www.ulta.com/immaculate-liquid-powder-foundation?productId=pimprod2020421,"Sand (medium, golden undertone)",https://images.ulta.com/is/image/Ulta/2575972sw?$50px$,"Sand (medium, golden undertone)",Sand,NA,RGB,#D7A283,22.14285714,0.512195122,0.678431373
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906,4C1 Almond medium with neutral to warm undertones,/productimages/sku/s2411841+sw.jpg,4C1 Almond 0.85 oz/ 25 mL,NA,4C1,RGB,#D7A388,20.50632911,0.496855346,0.688235294
MAC,Studio Fix Fluid SPF 15 Foundation,https://www.ulta.com/studio-fix-fluid-spf-15-foundation?productId=xlsImpprod15921238,NC27 (beige w/ neutral undertone for light to medium skin),https://images.ulta.com/is/image/Ulta/2533102sw?$50px$,NC27 (beige w/ neutral undertone for light to medium skin),NA,NC27,RGB,#D7A463,33.62068966,0.591836735,0.615686275
MAC,Studio Fix Fluid SPF 15 Foundation,https://www.ulta.com/studio-fix-fluid-spf-15-foundation?productId=xlsImpprod15921238,NC38 (medium beige w/ peach undertone for medium skin),https://images.ulta.com/is/image/Ulta/2533103sw?$50px$,NC38 (medium beige w/ peach undertone for medium skin),NA,NC38,RGB,#D7A463,33.62068966,0.591836735,0.615686275
Estée Lauder,Double Wear Stay-in-Place Makeup,https://www.ulta.com/double-wear-stay-in-place-makeup?productId=xlsImpprod14641507,2W0 Warm Vanilla (warm undertone golden),https://images.ulta.com/is/image/Ulta/2309441sw?$50px$,2W0 Warm Vanilla (warm undertone golden),Warm Vanilla,2W0,RGB,#D7A46B,31.66666667,0.574468085,0.631372549
Givenchy,Teint Couture Everwear 24H Foundation SPF 20,https://www.sephora.com/product/teint-couture-everwear-foundation-P442284?skuId=2193936&icid2=products%20grid:p442284,Y325 medium-to-deep tan with yellow undertones,/productimages/sku/s2272961+sw.jpg,Y325 1 oz/ 30 mL,NA,Y325,RGB,#D7A57B,27.39130435,0.534883721,0.662745098
COVER FX,Pressed Mineral Foundation,https://www.ulta.com/pressed-mineral-foundation?productId=xlsImpprod15931153,G50 (medium to tan skin w/ golden undertones),https://images.ulta.com/is/image/Ulta/2507446sw?$50px$,G50 (medium to tan skin w/ golden undertones),NA,G50,RGB,#D7A57E,26.29213483,0.526627219,0.668627451
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-glow-light-reflecting-makeup-broad-spectrum-spf-15?productId=xlsImpprod16641043,"CN 40 Cream Chamois (very fair, cool-neutral undertones)",https://images.ulta.com/is/image/Ulta/2515652sw?$50px$,"CN 40 Cream Chamois (very fair, cool-neutral undertones)",Cream Chamois,CN 40,RGB,#D7A580,25.51724138,0.520958084,0.67254902
Clinique,Even Better Makeup Broad Spectrum SPF 15,https://www.ulta.com/even-better-makeup-broad-spectrum-spf-15?productId=xlsImpprod10791919,"CN 62 Porcelain Beige (moderately fair, cool-neutral undertones)",https://images.ulta.com/is/image/Ulta/2206265sw?$50px$,"CN 62 Porcelain Beige (moderately fair, cool-neutral undertones)",Porcelain Beige,CN 62,RGB,#D7A582,24.70588235,0.515151515,0.676470588
Clinique,Acne Solutions Liquid Makeup,https://www.ulta.com/acne-solutions-liquid-makeup?productId=xlsImpprod10791923,"Fresh Porcelain Beige (moderately fair, cool-neutral undertones) OUT OF STOCK",https://images.ulta.com/is/image/Ulta/2278787sw?$50px$,"Fresh Porcelain Beige (moderately fair, cool-neutral undertones)",Fresh Porcelain Beige,NA,RGB,#D7A582,24.70588235,0.515151515,0.676470588
Milani,Conceal + Perfect 2-in-1 Foundation + Concealer,https://www.ulta.com/conceal-perfect-2-in-1-foundation-concealer?productId=xlsImpprod17081067,Natural Beige,https://images.ulta.com/is/image/Ulta/2529589sw?$50px$,Natural Beige,Natural Beige,NA,RGB,#D7A67B,28.04347826,0.534883721,0.662745098
Catrice,HD Liquid Coverage Foundation,https://www.ulta.com/hd-liquid-coverage-foundation?productId=xlsImpprod16021093,Warm Driftwood 039,https://images.ulta.com/is/image/Ulta/2566604sw?$50px$,Warm Driftwood 039,Warm Driftwood,39,RGB,#D7A67E,26.96629213,0.526627219,0.668627451
L'Oréal,Infallible 24HR Fresh Wear Foundation In A Powder,https://www.ulta.com/infallible-24hr-fresh-wear-foundation-in-a-powder?productId=pimprod2021871,Sand,https://images.ulta.com/is/image/Ulta/2575167sw?$50px$,Sand,Sand,NA,RGB,#D7A67E,26.96629213,0.526627219,0.668627451
TOM FORD,Traceless Foundation Stick,https://www.sephora.com/product/traceless-foundation-stick-P422453?icid2=products%20grid:p422453,1.3 Nude Ivory,/productimages/sku/s2183754+sw.jpg,1.3 Nude Ivory 0.5 oz/ 15 g,Nude Ivory,1.3,RGB,#D7A683,25,0.512195122,0.678431373
Jouer Cosmetics,Essential High Coverage Crème Foundation,https://www.sephora.com/product/essential-high-coverage-creme-foundation-P434015?icid2=products%20grid:p434015,Bronzed tan skin with neutral undertones,/productimages/sku/s2125078+sw.jpg,Bronzed 0.68 oz/ 20 mL,Bronzed,NA,RGB,#D7A68A,21.81818182,0.49044586,0.692156863
Dior,Dior Forever Skin Glow Foundation,https://www.sephora.com/product/forever-glow-foundation-P439941?icid2=products%20grid:p439941,"3 Cool Rosy light medium skin, cool pink undertones",/productimages/sku/s2178978+sw.jpg,3 Cool Rosy 1 oz/ 30 mL,Cool Rosy,3,RGB,#D7A697,14.0625,0.444444444,0.717647059
Dior,Dior Forever Matte Foundation,https://www.sephora.com/product/forever-matte-foundation-P439940?icid2=products%20grid:p439940,"3 Cool Rosy light medium skin, cool pink undertones",/productimages/sku/s2178572+sw.jpg,3 Cool Rosy 1 oz/ 30 mL allure 2019 Best of Beauty Award Winner,Cool Rosy,3,RGB,#D7A697,14.0625,0.444444444,0.717647059
KVD Vegan Beauty,Lock-It Foundation,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium 51 W (medium sand with warm undertone),https://images.ulta.com/is/image/Ulta/2570558sw?$50px$,Medium 51 W (medium sand with warm undertone),Medium   W,51,RGB,#D7A777,30,0.545454545,0.654901961
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,https://www.sephora.com/product/sephora-collection-best-skin-ever-liquid-foundation-P467140?icid2=products%20grid:p467140,27 P for medium skin with pink undertones,/productimages/sku/s2326858+sw.jpg,27 P 0.84 oz/ 25 mL Sephora Quality Way-Nice Price,P,27,RGB,#D7A77E,27.64044944,0.526627219,0.668627451
KVD Vegan Beauty,Lock-It Powder Foundation Refills,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Light 125 (light ivory),https://images.ulta.com/is/image/Ulta/2571073sw?$50px$,Light 125 (light ivory),Light,125,RGB,#D7A793,17.64705882,0.459459459,0.709803922
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,https://www.sephora.com/product/sephora-collection-best-skin-ever-liquid-foundation-P467140?icid2=products%20grid:p467140,29 Y for medium skin with yellow undertones,/productimages/sku/s2326940+sw.jpg,29 Y 0.84 oz/ 25 mL Sephora Quality Way-Nice Price,Y,29,RGB,#D7A873,31.8,0.555555556,0.647058824
Guerlain,L'Essentiel Natural Longwear Foundation SPF 20,https://www.sephora.com/product/l-essentiel-natural-16h-wear-foundation-spf-20-P444578?icid2=products%20grid:p444578,045W amber warm,/productimages/sku/s2215135+sw.jpg,045W 1 oz/ 30 mL,NA,045W,RGB,#D7A87A,29.67741935,0.537572254,0.660784314
Lancôme,Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27,https://www.ulta.com/renergie-lift-makeup-lightweight-liquid-foundation-spf-27?productId=xlsImpprod3650154,210 Buff N,https://images.ulta.com/is/image/Ulta/2561694sw?$50px$,210 Buff N,Buff N,210,RGB,#D7A87E,28.31460674,0.526627219,0.668627451
Dior,Diorskin Forever Perfect Matte Powder Foundation,https://www.sephora.com/product/diorskin-forever-perfect-matte-powder-foundation-P297404?icid2=products%20grid:p297404,040 Honey Beige,/productimages/sku/s1964675+sw.jpg,040 Honey Beige .35 oz/ 9.9 g,Honey Beige,40,RGB,#D7A894,17.91044776,0.455782313,0.711764706
